YearStart,YearEnd,LocationAbbr,Question,DataValueType,DataValue,DataValueAlt,StratificationCategory1,Stratification1,LocationID,StratificationCategoryID1,StratificationID1
2015,2019,SC,"Cancer of the lung and bronchus, incidence",Average Annual Number,839,839,Race/Ethnicity,"Black, non-Hispanic",45,RACE,BLK
2015,2019,IN,"Cancer of the lung and bronchus, incidence",Average Annual Number,2951,2951,Gender,Male,18,GENDER,GENM
2015,2019,LA,"Cancer of the lung and bronchus, incidence",Average Annual Number,3549,3549,Overall,Overall,22,OVERALL,OVR
2015,2019,NM,"Cancer of the lung and bronchus, incidence",Average Annual Number,272,272,Race/Ethnicity,Hispanic,35,RACE,HIS
2015,2019,ME,"Cancer of the lung and bronchus, incidence",Average Annual Number,719,719,Gender,Male,23,GENDER,GENM
2015,2019,MD,"Cancer of the lung and bronchus, incidence",Average Annual Number,115,115,Race/Ethnicity,Asian or Pacific Islander,24,RACE,APIO
2015,2019,IA,"Cancer of the lung and bronchus, incidence",Average Annual Number,2448,2448,Race/Ethnicity,"White, non-Hispanic",19,RACE,WHT
2015,2019,TX,"Cancer of the lung and bronchus, incidence",Average Annual Number,13561,13561,Overall,Overall,48,OVERALL,OVR
2015,2019,NY,"Cancer of the lung and bronchus, incidence",Average Annual Number,10777,10777,Race/Ethnicity,"White, non-Hispanic",36,RACE,WHT
2015,2019,WI,"Cancer of the lung and bronchus, incidence",Average Annual Number,2148,2148,Gender,Female,55,GENDER,GENF
2015,2019,OR,"Cancer of the lung and bronchus, incidence",Average Annual Number,2773,2773,Overall,Overall,41,OVERALL,OVR
2015,2019,MI,"Cancer of the lung and bronchus, incidence",Average Annual Number,4104,4104,Gender,Male,26,GENDER,GENM
2015,2019,PA,"Cancer of the lung and bronchus, incidence",Average Annual Number,5541,5541,Gender,Male,42,GENDER,GENM
2015,2019,ND,"Cancer of the lung and bronchus, incidence",Average Annual Number,256,256,Gender,Male,38,GENDER,GENM
2015,2019,WY,"Cancer of the lung and bronchus, incidence",Average Annual Number,151,151,Gender,Male,56,GENDER,GENM
2015,2019,MN,"Cancer of the lung and bronchus, incidence",Average Annual Number,65,65,Race/Ethnicity,American Indian or Alaska Native,27,RACE,AIAO
2015,2019,UT,"Cancer of the lung and bronchus, incidence",Average Annual Number,19,19,Race/Ethnicity,Asian or Pacific Islander,49,RACE,APIO
2015,2019,IA,"Cancer of the lung and bronchus, incidence",Average Annual Number,5,5,Race/Ethnicity,American Indian or Alaska Native,19,RACE,AIAO
2015,2019,OR,"Cancer of the lung and bronchus, incidence",Average Annual Number,50,50,Race/Ethnicity,American Indian or Alaska Native,41,RACE,AIAO
2015,2019,ID,"Cancer of the lung and bronchus, incidence",Average Annual Number,975,975,Overall,Overall,16,OVERALL,OVR
2015,2019,SD,"Cancer of the lung and bronchus, incidence",Average Annual Number,310,310,Gender,Male,46,GENDER,GENM
2015,2019,MS,"Cancer of the lung and bronchus, incidence",Average Annual Number,1162,1162,Gender,Female,28,GENDER,GENF
2015,2019,MS,"Cancer of the lung and bronchus, incidence",Average Annual Number,2678,2678,Overall,Overall,28,OVERALL,OVR
2015,2019,US,"Cancer of the lung and bronchus, incidence",Average Annual Number,6618,6618,Race/Ethnicity,Asian or Pacific Islander,59,RACE,APIO
2015,2019,NJ,"Cancer of the lung and bronchus, incidence",Average Annual Number,633,633,Race/Ethnicity,"Black, non-Hispanic",34,RACE,BLK
2015,2019,FL,"Cancer of the lung and bronchus, incidence",Average Annual Number,8468,8468,Gender,Female,12,GENDER,GENF
2015,2019,TX,"Cancer of the lung and bronchus, incidence",Average Annual Number,1673,1673,Race/Ethnicity,Hispanic,48,RACE,HIS
2015,2019,MN,"Cancer of the lung and bronchus, incidence",Average Annual Number,3486,3486,Race/Ethnicity,"White, non-Hispanic",27,RACE,WHT
2015,2019,HI,"Cancer of the lung and bronchus, incidence",Average Annual Number,198,198,Race/Ethnicity,"White, non-Hispanic",15,RACE,WHT
2015,2019,VT,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,American Indian or Alaska Native,50,RACE,AIAO
2015,2019,OK,"Cancer of the lung and bronchus, incidence",Average Annual Number,2574,2574,Race/Ethnicity,"White, non-Hispanic",40,RACE,WHT
2015,2019,IL,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,American Indian or Alaska Native,17,RACE,AIAO
2015,2019,VA,"Cancer of the lung and bronchus, incidence",Average Annual Number,2650,2650,Gender,Female,51,GENDER,GENF
2015,2019,ID,"Cancer of the lung and bronchus, incidence",Average Annual Number,28,28,Race/Ethnicity,Hispanic,16,RACE,HIS
2015,2019,TX,"Cancer of the lung and bronchus, incidence",Average Annual Number,348,348,Race/Ethnicity,Asian or Pacific Islander,48,RACE,APIO
2015,2019,IL,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,Hispanic,17,RACE,HIS
2015,2019,LA,"Cancer of the lung and bronchus, incidence",Average Annual Number,971,971,Race/Ethnicity,"Black, non-Hispanic",22,RACE,BLK
2015,2019,NV,"Cancer of the lung and bronchus, incidence",Average Annual Number,62,62,Race/Ethnicity,Hispanic,32,RACE,HIS
2015,2019,RI,"Cancer of the lung and bronchus, incidence",Average Annual Number,489,489,Gender,Female,44,GENDER,GENF
2015,2019,MT,"Cancer of the lung and bronchus, incidence",Average Annual Number,48,48,Race/Ethnicity,American Indian or Alaska Native,30,RACE,AIAO
2015,2019,NM,"Cancer of the lung and bronchus, incidence",Average Annual Number,14,14,Race/Ethnicity,Asian or Pacific Islander,35,RACE,APIO
2015,2019,SC,"Cancer of the lung and bronchus, incidence",Average Annual Number,2248,2248,Gender,Male,45,GENDER,GENM
2015,2019,NE,"Cancer of the lung and bronchus, incidence",Average Annual Number,48,48,Race/Ethnicity,"Black, non-Hispanic",31,RACE,BLK
2015,2019,VA,"Cancer of the lung and bronchus, incidence",Average Annual Number,4210,4210,Race/Ethnicity,"White, non-Hispanic",51,RACE,WHT
2015,2019,MO,"Cancer of the lung and bronchus, incidence",Average Annual Number,4886,4886,Race/Ethnicity,"White, non-Hispanic",29,RACE,WHT
2015,2019,IA,"Cancer of the lung and bronchus, incidence",Average Annual Number,1349,1349,Gender,Male,19,GENDER,GENM
2015,2019,IN,"Cancer of the lung and bronchus, incidence",Average Annual Number,2672,2672,Gender,Female,18,GENDER,GENF
2015,2019,SD,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,Asian or Pacific Islander,46,RACE,APIO
2015,2019,GA,"Cancer of the lung and bronchus, incidence",Average Annual Number,1593,1593,Race/Ethnicity,"Black, non-Hispanic",13,RACE,BLK
2015,2019,MA,"Cancer of the lung and bronchus, incidence",Average Annual Number,144,144,Race/Ethnicity,Asian or Pacific Islander,25,RACE,APIO
2015,2019,WA,"Cancer of the lung and bronchus, incidence",Average Annual Number,123,123,Race/Ethnicity,"Black, non-Hispanic",53,RACE,BLK
2015,2019,MI,"Cancer of the lung and bronchus, incidence",Average Annual Number,80,80,Race/Ethnicity,American Indian or Alaska Native,26,RACE,AIAO
2015,2019,MS,"Cancer of the lung and bronchus, incidence",Average Annual Number,1896,1896,Race/Ethnicity,"White, non-Hispanic",28,RACE,WHT
2015,2019,MT,"Cancer of the lung and bronchus, incidence",Average Annual Number,379,379,Gender,Female,30,GENDER,GENF
2015,2019,MT,"Cancer of the lung and bronchus, incidence",Average Annual Number,350,350,Gender,Male,30,GENDER,GENM
2015,2019,KY,"Cancer of the lung and bronchus, incidence",Average Annual Number,273,273,Race/Ethnicity,"Black, non-Hispanic",21,RACE,BLK
2015,2019,NC,"Cancer of the lung and bronchus, incidence",Average Annual Number,3910,3910,Gender,Female,37,GENDER,GENF
2015,2019,TN,"Cancer of the lung and bronchus, incidence",Average Annual Number,3351,3351,Gender,Male,47,GENDER,GENM
2015,2019,IA,"Cancer of the lung and bronchus, incidence",Average Annual Number,17,17,Race/Ethnicity,Asian or Pacific Islander,19,RACE,APIO
2015,2019,PA,"Cancer of the lung and bronchus, incidence",Average Annual Number,1021,1021,Race/Ethnicity,"Black, non-Hispanic",42,RACE,BLK
2015,2019,NY,"Cancer of the lung and bronchus, incidence",Average Annual Number,818,818,Race/Ethnicity,Asian or Pacific Islander,36,RACE,APIO
2015,2019,MO,"Cancer of the lung and bronchus, incidence",Average Annual Number,5517,5517,Overall,Overall,29,OVERALL,OVR
2015,2019,MS,"Cancer of the lung and bronchus, incidence",Average Annual Number,11,11,Race/Ethnicity,Hispanic,28,RACE,HIS
2015,2019,LA,"Cancer of the lung and bronchus, incidence",Average Annual Number,39,39,Race/Ethnicity,Hispanic,22,RACE,HIS
2015,2019,VA,"Cancer of the lung and bronchus, incidence",Average Annual Number,76,76,Race/Ethnicity,Hispanic,51,RACE,HIS
2015,2019,ND,"Cancer of the lung and bronchus, incidence",Average Annual Number,31,31,Race/Ethnicity,American Indian or Alaska Native,38,RACE,AIAO
2015,2019,WV,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,American Indian or Alaska Native,54,RACE,AIAO
2015,2019,MI,"Cancer of the lung and bronchus, incidence",Average Annual Number,6885,6885,Race/Ethnicity,"White, non-Hispanic",26,RACE,WHT
2015,2019,ID,"Cancer of the lung and bronchus, incidence",Average Annual Number,10,10,Race/Ethnicity,Asian or Pacific Islander,16,RACE,APIO
2015,2019,UT,"Cancer of the lung and bronchus, incidence",Average Annual Number,373,373,Gender,Male,49,GENDER,GENM
2015,2019,KS,"Cancer of the lung and bronchus, incidence",Average Annual Number,42,42,Race/Ethnicity,Hispanic,20,RACE,HIS
2015,2019,HI,"Cancer of the lung and bronchus, incidence",Average Annual Number,6,6,Race/Ethnicity,American Indian or Alaska Native,15,RACE,AIAO
2015,2019,NV,"Cancer of the lung and bronchus, incidence",Average Annual Number,8,8,Race/Ethnicity,American Indian or Alaska Native,32,RACE,AIAO
2015,2019,NY,"Cancer of the lung and bronchus, incidence",Average Annual Number,1049,1049,Race/Ethnicity,Hispanic,36,RACE,HIS
2015,2019,NV,"Cancer of the lung and bronchus, incidence",Average Annual Number,502,502,Gender,Male,32,GENDER,GENM
2015,2019,OR,"Cancer of the lung and bronchus, incidence",Average Annual Number,64,64,Race/Ethnicity,Hispanic,41,RACE,HIS
2015,2019,WA,"Cancer of the lung and bronchus, incidence",Average Annual Number,3921,3921,Race/Ethnicity,"White, non-Hispanic",53,RACE,WHT
2015,2019,VT,"Cancer of the lung and bronchus, incidence",Average Annual Number,526,526,Overall,Overall,50,OVERALL,OVR
2015,2019,NM,"Cancer of the lung and bronchus, incidence",Average Annual Number,645,645,Race/Ethnicity,"White, non-Hispanic",35,RACE,WHT
2015,2019,VT,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,Asian or Pacific Islander,50,RACE,APIO
2015,2019,MD,"Cancer of the lung and bronchus, incidence",Average Annual Number,993,993,Race/Ethnicity,"Black, non-Hispanic",24,RACE,BLK
2015,2019,NH,"Cancer of the lung and bronchus, incidence",Average Annual Number,9,9,Race/Ethnicity,Asian or Pacific Islander,33,RACE,APIO
2015,2019,US,"Cancer of the lung and bronchus, incidence",Average Annual Number,10393,10393,Race/Ethnicity,Hispanic,59,RACE,HIS
2015,2019,WI,"Cancer of the lung and bronchus, incidence",Average Annual Number,51,51,Race/Ethnicity,Hispanic,55,RACE,HIS
2015,2019,OH,"Cancer of the lung and bronchus, incidence",Average Annual Number,9,9,Race/Ethnicity,American Indian or Alaska Native,39,RACE,AIAO
2015,2019,OK,"Cancer of the lung and bronchus, incidence",Average Annual Number,27,27,Race/Ethnicity,Asian or Pacific Islander,40,RACE,APIO
2015,2019,NJ,"Cancer of the lung and bronchus, incidence",Average Annual Number,2832,2832,Gender,Male,34,GENDER,GENM
2015,2019,IL,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,"Black, non-Hispanic",17,RACE,BLK
2015,2019,OR,"Cancer of the lung and bronchus, incidence",Average Annual Number,75,75,Race/Ethnicity,Asian or Pacific Islander,41,RACE,APIO
2015,2019,ME,"Cancer of the lung and bronchus, incidence",Average Annual Number,5,5,Race/Ethnicity,"Black, non-Hispanic",23,RACE,BLK
2015,2019,MN,"Cancer of the lung and bronchus, incidence",Average Annual Number,28,28,Race/Ethnicity,Hispanic,27,RACE,HIS
2015,2019,WA,"Cancer of the lung and bronchus, incidence",Average Annual Number,2290,2290,Gender,Female,53,GENDER,GENF
2015,2019,IN,"Cancer of the lung and bronchus, incidence",Average Annual Number,5146,5146,Race/Ethnicity,"White, non-Hispanic",18,RACE,WHT
2015,2019,TX,"Cancer of the lung and bronchus, incidence",Average Annual Number,9812,9812,Race/Ethnicity,"White, non-Hispanic",48,RACE,WHT
2015,2019,ME,"Cancer of the lung and bronchus, incidence",Average Annual Number,1406,1406,Race/Ethnicity,"White, non-Hispanic",23,RACE,WHT
2015,2019,VT,"Cancer of the lung and bronchus, incidence",Average Annual Number,257,257,Gender,Female,50,GENDER,GENF
2015,2019,MN,"Cancer of the lung and bronchus, incidence",Average Annual Number,66,66,Race/Ethnicity,Asian or Pacific Islander,27,RACE,APIO
2015,2019,WI,"Cancer of the lung and bronchus, incidence",Average Annual Number,251,251,Race/Ethnicity,"Black, non-Hispanic",55,RACE,BLK
2015,2019,KS,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,Asian or Pacific Islander,20,RACE,APIO
2015,2019,NC,"Cancer of the lung and bronchus, incidence",Average Annual Number,1458,1458,Race/Ethnicity,"Black, non-Hispanic",37,RACE,BLK
2015,2019,IN,"Cancer of the lung and bronchus, incidence",Average Annual Number,8,8,Race/Ethnicity,American Indian or Alaska Native,18,RACE,AIAO
2015,2019,MT,"Cancer of the lung and bronchus, incidence",Average Annual Number,673,673,Race/Ethnicity,"White, non-Hispanic",30,RACE,WHT
2015,2019,IL,"Cancer of the lung and bronchus, incidence",Average Annual Number,4739,4739,Gender,Male,17,GENDER,GENM
2015,2019,US,"Cancer of the lung and bronchus, incidence",Average Annual Number,23538,23538,Race/Ethnicity,"Black, non-Hispanic",59,RACE,BLK
2015,2019,OH,"Cancer of the lung and bronchus, incidence",Average Annual Number,10156,10156,Overall,Overall,39,OVERALL,OVR
2015,2019,GA,"Cancer of the lung and bronchus, incidence",Average Annual Number,3162,3162,Gender,Female,13,GENDER,GENF
2015,2019,PA,"Cancer of the lung and bronchus, incidence",Average Annual Number,5372,5372,Gender,Female,42,GENDER,GENF
2015,2019,KY,"Cancer of the lung and bronchus, incidence",Average Annual Number,4919,4919,Overall,Overall,21,OVERALL,OVR
2015,2019,ID,"Cancer of the lung and bronchus, incidence",Average Annual Number,495,495,Gender,Male,16,GENDER,GENM
2015,2019,NE,"Cancer of the lung and bronchus, incidence",Average Annual Number,612,612,Gender,Female,31,GENDER,GENF
2015,2019,IL,"Cancer of the lung and bronchus, incidence",Average Annual Number,9452,9452,Overall,Overall,17,OVERALL,OVR
2015,2019,MT,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,Asian or Pacific Islander,30,RACE,APIO
2015,2019,NE,"Cancer of the lung and bronchus, incidence",Average Annual Number,8,8,Race/Ethnicity,American Indian or Alaska Native,31,RACE,AIAO
2015,2019,ND,"Cancer of the lung and bronchus, incidence",Average Annual Number,498,498,Overall,Overall,38,OVERALL,OVR
2015,2019,MO,"Cancer of the lung and bronchus, incidence",Average Annual Number,2853,2853,Gender,Male,29,GENDER,GENM
2015,2019,MO,"Cancer of the lung and bronchus, incidence",Average Annual Number,2664,2664,Gender,Female,29,GENDER,GENF
2015,2019,SD,"Cancer of the lung and bronchus, incidence",Average Annual Number,305,305,Gender,Female,46,GENDER,GENF
2015,2019,MS,"Cancer of the lung and bronchus, incidence",Average Annual Number,1516,1516,Gender,Male,28,GENDER,GENM
2015,2019,NM,"Cancer of the lung and bronchus, incidence",Average Annual Number,22,22,Race/Ethnicity,American Indian or Alaska Native,35,RACE,AIAO
2015,2019,WY,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,Asian or Pacific Islander,56,RACE,APIO
2015,2019,RI,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,American Indian or Alaska Native,44,RACE,AIAO
2015,2019,SC,"Cancer of the lung and bronchus, incidence",Average Annual Number,24,24,Race/Ethnicity,Asian or Pacific Islander,45,RACE,APIO
2015,2019,KY,"Cancer of the lung and bronchus, incidence",Average Annual Number,2345,2345,Gender,Female,21,GENDER,GENF
2015,2019,OK,"Cancer of the lung and bronchus, incidence",Average Annual Number,1470,1470,Gender,Female,40,GENDER,GENF
2015,2019,KS,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,"White, non-Hispanic",20,RACE,WHT
2015,2019,MA,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,"White, non-Hispanic",25,RACE,WHT
2015,2019,NY,"Cancer of the lung and bronchus, incidence",Average Annual Number,7334,7334,Gender,Female,36,GENDER,GENF
2015,2019,OH,"Cancer of the lung and bronchus, incidence",Average Annual Number,1063,1063,Race/Ethnicity,"Black, non-Hispanic",39,RACE,BLK
2015,2019,FL,"Cancer of the lung and bronchus, incidence",Average Annual Number,17661,17661,Overall,Overall,12,OVERALL,OVR
2015,2019,NH,"Cancer of the lung and bronchus, incidence",Average Annual Number,1137,1137,Race/Ethnicity,"White, non-Hispanic",33,RACE,WHT
2015,2019,NJ,"Cancer of the lung and bronchus, incidence",Average Annual Number,5951,5951,Overall,Overall,34,OVERALL,OVR
2015,2019,HI,"Cancer of the lung and bronchus, incidence",Average Annual Number,365,365,Gender,Female,15,GENDER,GENF
2015,2019,UT,"Cancer of the lung and bronchus, incidence",Average Annual Number,44,44,Race/Ethnicity,Hispanic,49,RACE,HIS
2015,2019,MS,"Cancer of the lung and bronchus, incidence",Average Annual Number,756,756,Race/Ethnicity,"Black, non-Hispanic",28,RACE,BLK
2015,2019,NJ,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,American Indian or Alaska Native,34,RACE,AIAO
2015,2019,RI,"Cancer of the lung and bronchus, incidence",Average Annual Number,948,948,Overall,Overall,44,OVERALL,OVR
2015,2019,NC,"Cancer of the lung and bronchus, incidence",Average Annual Number,68,68,Race/Ethnicity,Asian or Pacific Islander,37,RACE,APIO
2015,2019,NM,"Cancer of the lung and bronchus, incidence",Average Annual Number,495,495,Gender,Male,35,GENDER,GENM
2015,2019,WI,"Cancer of the lung and bronchus, incidence",Average Annual Number,33,33,Race/Ethnicity,Asian or Pacific Islander,55,RACE,APIO
2015,2019,MO,"Cancer of the lung and bronchus, incidence",Average Annual Number,38,38,Race/Ethnicity,Hispanic,29,RACE,HIS
2015,2019,MN,"Cancer of the lung and bronchus, incidence",Average Annual Number,1884,1884,Gender,Male,27,GENDER,GENM
2015,2019,GA,"Cancer of the lung and bronchus, incidence",Average Annual Number,6879,6879,Overall,Overall,13,OVERALL,OVR
2015,2019,IN,"Cancer of the lung and bronchus, incidence",Average Annual Number,53,53,Race/Ethnicity,Hispanic,18,RACE,HIS
2015,2019,MA,"Cancer of the lung and bronchus, incidence",Average Annual Number,6,6,Race/Ethnicity,American Indian or Alaska Native,25,RACE,AIAO
2015,2019,SC,"Cancer of the lung and bronchus, incidence",Average Annual Number,3189,3189,Race/Ethnicity,"White, non-Hispanic",45,RACE,WHT
2015,2019,SD,"Cancer of the lung and bronchus, incidence",Average Annual Number,34,34,Race/Ethnicity,American Indian or Alaska Native,46,RACE,AIAO
2015,2019,PA,"Cancer of the lung and bronchus, incidence",Average Annual Number,172,172,Race/Ethnicity,Hispanic,42,RACE,HIS
2015,2019,OH,"Cancer of the lung and bronchus, incidence",Average Annual Number,63,63,Race/Ethnicity,Hispanic,39,RACE,HIS
2015,2019,IA,"Cancer of the lung and bronchus, incidence",Average Annual Number,17,17,Race/Ethnicity,Hispanic,19,RACE,HIS
2015,2019,WY,"Cancer of the lung and bronchus, incidence",Average Annual Number,300,300,Overall,Overall,56,OVERALL,OVR
2015,2019,LA,"Cancer of the lung and bronchus, incidence",Average Annual Number,9,9,Race/Ethnicity,American Indian or Alaska Native,22,RACE,AIAO
2015,2019,TN,"Cancer of the lung and bronchus, incidence",Average Annual Number,47,47,Race/Ethnicity,Hispanic,47,RACE,HIS
2015,2019,RI,"Cancer of the lung and bronchus, incidence",Average Annual Number,9,9,Race/Ethnicity,Asian or Pacific Islander,44,RACE,APIO
2015,2019,ND,"Cancer of the lung and bronchus, incidence",Average Annual Number,461,461,Race/Ethnicity,"White, non-Hispanic",38,RACE,WHT
2015,2019,FL,"Cancer of the lung and bronchus, incidence",Average Annual Number,9193,9193,Gender,Male,12,GENDER,GENM
2015,2019,SC,"Cancer of the lung and bronchus, incidence",Average Annual Number,4106,4106,Overall,Overall,45,OVERALL,OVR
2015,2019,TX,"Cancer of the lung and bronchus, incidence",Average Annual Number,48,48,Race/Ethnicity,American Indian or Alaska Native,48,RACE,AIAO
2015,2019,TX,"Cancer of the lung and bronchus, incidence",Average Annual Number,7291,7291,Gender,Male,48,GENDER,GENM
2015,2019,HI,"Cancer of the lung and bronchus, incidence",Average Annual Number,7,7,Race/Ethnicity,"Black, non-Hispanic",15,RACE,BLK
2015,2019,MD,"Cancer of the lung and bronchus, incidence",Average Annual Number,1891,1891,Gender,Male,24,GENDER,GENM
2015,2019,ME,"Cancer of the lung and bronchus, incidence",Average Annual Number,1434,1434,Overall,Overall,23,OVERALL,OVR
2015,2019,NH,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,American Indian or Alaska Native,33,RACE,AIAO
2015,2019,NV,"Cancer of the lung and bronchus, incidence",Average Annual Number,1041,1041,Overall,Overall,32,OVERALL,OVR
2015,2019,MD,"Cancer of the lung and bronchus, incidence",Average Annual Number,3917,3917,Overall,Overall,24,OVERALL,OVR
2015,2019,WV,"Cancer of the lung and bronchus, incidence",Average Annual Number,5,5,Race/Ethnicity,Asian or Pacific Islander,54,RACE,APIO
2015,2019,NY,"Cancer of the lung and bronchus, incidence",Average Annual Number,14235,14235,Overall,Overall,36,OVERALL,OVR
2015,2019,WV,"Cancer of the lung and bronchus, incidence",Average Annual Number,2088,2088,Overall,Overall,54,OVERALL,OVR
2015,2019,SC,"Cancer of the lung and bronchus, incidence",Average Annual Number,1858,1858,Gender,Female,45,GENDER,GENF
2015,2019,NC,"Cancer of the lung and bronchus, incidence",Average Annual Number,4434,4434,Gender,Male,37,GENDER,GENM
2015,2019,IN,"Cancer of the lung and bronchus, incidence",Average Annual Number,26,26,Race/Ethnicity,Asian or Pacific Islander,18,RACE,APIO
2015,2019,NM,"Cancer of the lung and bronchus, incidence",Average Annual Number,963,963,Overall,Overall,35,OVERALL,OVR
2015,2019,PA,"Cancer of the lung and bronchus, incidence",Average Annual Number,125,125,Race/Ethnicity,Asian or Pacific Islander,42,RACE,APIO
2015,2019,ID,"Cancer of the lung and bronchus, incidence",Average Annual Number,4,4,Race/Ethnicity,"Black, non-Hispanic",16,RACE,BLK
2015,2019,OR,"Cancer of the lung and bronchus, incidence",Average Annual Number,1409,1409,Gender,Female,41,GENDER,GENF
2015,2019,NH,"Cancer of the lung and bronchus, incidence",Average Annual Number,606,606,Gender,Female,33,GENDER,GENF
2015,2019,KS,"Cancer of the lung and bronchus, incidence",Average Annual Number,938,938,Gender,Female,20,GENDER,GENF
2015,2019,LA,"Cancer of the lung and bronchus, incidence",Average Annual Number,2501,2501,Race/Ethnicity,"White, non-Hispanic",22,RACE,WHT
2015,2019,HI,"Cancer of the lung and bronchus, incidence",Average Annual Number,830,830,Overall,Overall,15,OVERALL,OVR
2015,2019,SC,"Cancer of the lung and bronchus, incidence",Average Annual Number,7,7,Race/Ethnicity,American Indian or Alaska Native,45,RACE,AIAO
2015,2019,KS,"Cancer of the lung and bronchus, incidence",Average Annual Number,989,989,Gender,Male,20,GENDER,GENM
2015,2019,WY,"Cancer of the lung and bronchus, incidence",Average Annual Number,150,150,Gender,Female,56,GENDER,GENF
2015,2019,WV,"Cancer of the lung and bronchus, incidence",Average Annual Number,1112,1112,Gender,Male,54,GENDER,GENM
2015,2019,IA,"Cancer of the lung and bronchus, incidence",Average Annual Number,52,52,Race/Ethnicity,"Black, non-Hispanic",19,RACE,BLK
2015,2019,SD,"Cancer of the lung and bronchus, incidence",Average Annual Number,615,615,Overall,Overall,46,OVERALL,OVR
2015,2019,KY,"Cancer of the lung and bronchus, incidence",Average Annual Number,17,17,Race/Ethnicity,Asian or Pacific Islander,21,RACE,APIO
2015,2019,TN,"Cancer of the lung and bronchus, incidence",Average Annual Number,5,5,Race/Ethnicity,American Indian or Alaska Native,47,RACE,AIAO
2015,2019,NY,"Cancer of the lung and bronchus, incidence",Average Annual Number,1549,1549,Race/Ethnicity,"Black, non-Hispanic",36,RACE,BLK
2015,2019,KY,"Cancer of the lung and bronchus, incidence",Average Annual Number,4603,4603,Race/Ethnicity,"White, non-Hispanic",21,RACE,WHT
2015,2019,WA,"Cancer of the lung and bronchus, incidence",Average Annual Number,123,123,Race/Ethnicity,Hispanic,53,RACE,HIS
2015,2019,MI,"Cancer of the lung and bronchus, incidence",Average Annual Number,8092,8092,Overall,Overall,26,OVERALL,OVR
2015,2019,RI,"Cancer of the lung and bronchus, incidence",Average Annual Number,459,459,Gender,Male,44,GENDER,GENM
2015,2019,NJ,"Cancer of the lung and bronchus, incidence",Average Annual Number,389,389,Race/Ethnicity,Hispanic,34,RACE,HIS
2015,2019,RI,"Cancer of the lung and bronchus, incidence",Average Annual Number,861,861,Race/Ethnicity,"White, non-Hispanic",44,RACE,WHT
2015,2019,MA,"Cancer of the lung and bronchus, incidence",Average Annual Number,,,Race/Ethnicity,Hispanic,25,RACE,HIS
2015,2019,GA,"Cancer of the lung and bronchus, incidence",Average Annual Number,3717,3717,Gender,Male,13,GENDER,GENM
2015,2019,MN,"Cancer of the lung and bronchus, incidence",Average Annual Number,123,123,Race/Ethnicity,"Black, non-Hispanic",27,RACE,BLK
2015,2019,WI,"Cancer of the lung and bronchus, incidence",Average Annual Number,4026,4026,Race/Ethnicity,"White, non-Hispanic",55,RACE,WHT
2015,2019,UT,"Cancer of the lung and bronchus, incidence",Average Annual Number,6,6,Race/Ethnicity,"Black, non-Hispanic",49,RACE,BLK
2015,2019,MN,"Cancer of the lung and bronchus, incidence",Average Annual Number,3777,3777,Overall,Overall,27,OVERALL,OVR
2015,2019,VA,"Cancer of the lung and bronchus, incidence",Average Annual Number,978,978,Race/Ethnicity,"Black, non-Hispanic",51,RACE,BLK
2015,2019,MO,"Cancer of the lung and bronchus, incidence",Average Annual Number,527,527,Race/Ethnicity,"Black, non-Hispanic",29,RACE,BLK
2015,2019,NC,"Cancer of the lung and bronchus, incidence",Average Annual Number,106,106,Race/Ethnicity,Hispanic,37,RACE,HIS
2015,2019,SD,"Cancer of the lung and bronchus, incidence",Average Annual Number,573,573,Race/Ethnicity,"White, non-Hispanic",46,RACE,WHT
2015,2019,NE,"Cancer of the lung and bronchus, incidence",Average Annual Number,1166,1166,Race/Ethnicity,"White, non-Hispanic",31,RACE,WHT
2015,2019,VT,"Cancer of the lung and bronchus, incidence",Average Annual Number,517,517,Race/Ethnicity,"White, non-Hispanic",50,RACE,WHT
2015,2019,MN,"Cancer of the lung and bronchus, incidence",Average Annual Number,1893,1893,Gender,Female,27,GENDER,GENF
2015,2019,OK,"Cancer of the lung and bronchus, incidence",Average Annual Number,175,175,Race/Ethnicity,"Black, non-Hispanic",40,RACE,BLK
2015,2019,ME,"Cancer of the lung and bronchus, incidence",Average Annual Number,12,12,Race/Ethnicity,American Indian or Alaska Native,23,RACE,AIAO
